month,paper_count,mention_count,share_pct,rolling_12m_pct
2019-12-01,691,5,0.723589001447178,0.4870453701578033
2020-01-01,926,6,0.6479481641468683,0.520936506876516
2020-02-01,751,3,0.3994673768308922,0.5294607199284217
2020-03-01,816,7,0.857843137254902,0.5536663241559283
2020-04-01,725,2,0.27586206896551724,0.5435422471215977
2020-05-01,953,9,0.944386149003148,0.5669924740873297
2020-06-01,864,6,0.6944444444444444,0.5639466651204682
2020-07-01,879,8,0.9101251422070534,0.585818060822524
2020-08-01,965,7,0.7253886010362695,0.6124833271250959
2020-09-01,965,10,1.0362694300518136,0.6404005902886003
2020-10-01,894,3,0.33557046979865773,0.6683647961051551
2020-11-01,755,7,0.9271523178807948,0.7065038585889617
2020-12-01,811,4,0.4932182490752158,0.6873062958912981
2021-01-01,969,8,0.8255933952528379,0.7021100651501287
2021-02-01,819,5,0.6105006105006106,0.7196961679559388
2021-03-01,977,10,1.023541453428864,0.7335043609704356
2021-04-01,874,1,0.11441647597254005,0.7200505615543541
2021-05-01,1005,10,0.9950248756218906,0.7242704554392493
2021-06-01,977,8,0.8188331627430911,0.7346361819641366
2021-07-01,993,3,0.3021148036253776,0.683968653748997
2021-08-01,944,13,1.3771186440677965,0.7382794906682909
2021-09-01,920,5,0.5434782608695652,0.6972135599031035
2021-10-01,853,4,0.4689331770222743,0.7083271188384049
2021-11-01,944,8,0.847457627118644,0.7016858946082256
2021-12-01,978,9,0.9202453987730062,0.7372714904163749
2022-01-01,1033,8,0.7744433688286544,0.7330089882143596
2022-02-01,863,6,0.6952491309385863,0.7400713649175242
2022-03-01,975,3,0.3076923076923077,0.6804172694394778
2022-04-01,948,8,0.8438818565400843,0.7412060511534398
2022-05-01,1093,11,1.0064043915827996,0.7421543441501822
2022-06-01,1063,10,0.940733772342427,0.7523127282834602
2022-07-01,985,12,1.2182741116751268,0.828659337287606
2022-08-01,1187,8,0.6739679865206403,0.7700634491586764
2022-09-01,1146,13,1.1343804537521813,0.8193052985655611
2022-10-01,1072,12,1.1194029850746268,0.873511115903257
2022-11-01,1249,13,1.0408326661329064,0.8896257024877788
2022-12-01,1093,17,1.555352241537054,0.9425512727181163
2023-01-01,1221,18,1.4742014742014742,1.0008644481658513
2023-02-01,1021,12,1.1753183153770812,1.0408702135357257
2023-03-01,1245,19,1.5261044176706828,1.1424045560339238
2023-04-01,1077,17,1.5784586815227482,1.2036192914491457
2023-05-01,1271,15,1.1801730920535012,1.2181000164883709
